id,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,default_profile_image,geo_enabled,profile_use_background_image,profile_background_tile,utc_offset,protected,verified,min_tweet_length,max_tweet_length,avg_tweet_length,min_urls,max_urls,avg_urls,min_hashtags,max_hashtags,avg_hashtags,max_mentions,avg_mentions,max_retweets,avg_retweets,min_favorite,max_favorite,avg_favorite,num_reply,num_retweet,digits_name,digits_screen_name,name_length,screen_name_length,screen_name_length_name_length_ratio,name_contains_bot,screen_name_contains_bot,name_entropy,screen_name_entropy,name_screen_name_lev_sim,description_length,description_contains_bot,profile_has_url,profile_pic_frec,friends_followers_ratio,friends_followers_ratio_beq_50,friends_followers_square_ratio,friends_followers+friends_ratio,2_followers_minus_friends,2_followers_beq_100,lists_followers_ratio,retweet_followers_ratio,favorites_followers_ratio,lists_status_ratio,retweet_status_ratio,favorites_status_ratio,reply_status_ratio,avg_urls_status_ratio,avg_mentions_status_ratio,avg_favorite_status_ratio,account_age,followers_account_age_ratio,friends_account_age_ratio,statuses_account_age_ratio,favourites_account_age_ratio,lists_account_age_ratio,class_bot
10352582,135552,1585,183,9616,65,0,0,0,1,1,19800,0,0,4,150,103.7460815,0,2,0.293416928,0,7,0.519122257,11,1.046394984,7442,46.33134796,0,24,0.303134796,640,1615,0,0,19,8,0.421052632,0,0,3.471354487,3,0.592592593,86,0,1,1,0.115457413,0,0.115311909,0.103506787,2987,1,0.041009464,1.018927445,6.066876972,0.000479521,0.011914247,0.070939566,0.004721435,2.16E-06,7.72E-06,2.24E-06,120077,0.013199863,0.001524022,1.128875638,0.080081947,0.000541319,0
10866252,30710,135,404,1147,11,0,0,0,0,1,32400,0,0,4,160,91.14414135,0,2,0.083384997,0,8,0.204897706,8,0.905145691,98752,111.9609423,0,14,0.611283323,1660,348,0,0,1,8,8,0,0,0,2.5,0,27,0,0,1,2.992592593,0,3.037593985,0.749536178,-134,1,0.081481481,2.577777778,8.496296296,0.00035819,0.011331814,0.037349398,0.054054054,2.72E-06,2.95E-05,1.99E-05,119670,0.001128102,0.003375951,0.256622378,0.009584691,9.19E-05,0
11086752,82194,4493,1894,1636,132,0,0,1,1,0,-14400,0,0,0,140,74.95017023,0,2,0.289384092,0,3,0.079232436,5,0.627050449,21508,26.74373259,0,47,0.286598576,1034,382,0,0,13,6,0.461538462,0,0,2.931208949,1.79248125,0.421052632,130,0,1,1,0.421544625,0,0.421357063,0.296539847,7092,1,0.029379034,0.085021144,0.364121968,0.001605957,0.004647541,0.019904129,0.012579994,3.52E-06,7.63E-06,3.49E-06,119499,0.037598641,0.015849505,0.687821655,0.013690491,0.001104612,0
11174562,1913,300,193,54,8,0,0,1,0,0,43200,0,0,2,146,72.98114196,0,2,0.081194343,0,4,0.077527501,6,0.367207962,7102,12.49502357,0,7,0.061812467,398,44,0,0,12,8,0.666666667,0,0,2.918295834,2.75,0.5,22,0,1,1,0.643333333,0,0.639072848,0.39148073,407,1,0.026666667,0.146666667,0.18,0.004181913,0.023000523,0.028227914,0.208050183,4.24E-05,0.000191954,3.23E-05,119445,0.002511616,0.001615806,0.016015739,0.000452091,6.70E-05,0
11417372,8467,589,517,4151,19,0,0,0,1,1,28800,0,0,7,148,101.662099,0,2,0.431952663,0,9,0.37589536,7,0.600124572,30738,32.099346,0,10,0.182497664,271,582,0,0,13,12,0.923076923,0,0,3.180832987,3.022055209,0.96,59,0,1,1,0.877758913,0,0.874788494,0.467450271,661,1,0.032258065,0.98811545,7.0475382,0.002244006,0.068737451,0.490256289,0.032006614,5.10E-05,7.09E-05,2.16E-05,119274,0.00493821,0.004334557,0.07098781,0.03480222,0.000159297,0
11630862,19697,746,237,66,25,0,0,1,1,0,19800,0,0,5,152,84.41939547,0,2,0.238664987,0,7,0.222292191,10,1.038098237,293943,313.6278338,0,13,0.060453401,1337,861,0,0,16,8,0.5,0,0,3.452819531,3,0.666666667,146,0,1,1,0.31769437,0,0.318548387,0.241098678,1255,1,0.033512064,1.154155496,0.08847185,0.001269229,0.04371224,0.003350764,0.067878357,1.21E-05,5.27E-05,3.07E-06,119090,0.00626417,0.001990092,0.165395919,0.000554203,0.000209925,0
11690822,1677,834,264,34,28,0,0,0,1,0,19800,0,0,6,144,87.99461078,0,2,0.141916168,0,6,0.255688623,8,0.94011976,12035,30.96586826,0,76,0.173652695,814,190,0,0,9,8,0.888888889,0,0,3.169925001,2.75,0.941176471,152,0,1,1,0.316546763,0,0.317307692,0.240437158,1404,1,0.033573141,0.227817746,0.040767386,0.016696482,0.113297555,0.020274299,0.485390578,8.46E-05,0.000560596,0.00010355,119041,0.00700599,0.002217723,0.014087583,0.000285616,0.000235213,0
12287842,5439,342,95,165,12,0,0,0,1,0,-25200,0,0,3,160,80.35165174,0,2,0.145723989,0,2,0.026860142,8,0.934856437,20624,103.7289287,0,43,0.260574251,1894,423,0,0,11,13,1.181818182,0,0,3.095795255,2.931208949,0.25,100,0,1,1,0.277777778,0,0.279411765,0.217391304,589,1,0.035087719,1.236842105,0.48245614,0.002206288,0.077771649,0.030336459,0.348225777,2.68E-05,0.00017188,4.79E-05,118679,0.002881723,0.000800479,0.045829506,0.001390305,0.000101113,0
12623352,485,58,101,1,5,0,0,0,1,0,-25200,0,0,9,148,92.33471074,0,1,0.239669421,0,4,0.675619835,4,0.665289256,10488,70.20867769,0,2,0.066115702,72,147,0,0,10,6,0.6,0,0,2.921928095,2.251629167,0.75,134,0,0,1,1.74137931,0,1.803571429,0.635220126,15,1,0.086206897,2.534482759,0.017241379,0.010309278,0.303092784,0.002061856,0.148453608,0.000494164,0.00137173,0.000136321,118478,0.000489542,0.000852479,0.004093587,8.44E-06,4.22E-05,0
12922462,53749,1361,1492,9321,80,0,0,1,1,1,32400,0,0,8,153,100.7045877,0,2,0.329510229,0,6,0.19249845,8,1.159950403,19227,67.51549907,0,16,0.201487911,1342,1247,0,0,9,9,1,0,0,2.725480557,2.725480557,1,128,0,0,1,1.096252755,0,1.094644167,0.52295829,1230,1,0.058780309,0.91623806,6.848640705,0.0014884,0.023200432,0.17341718,0.024967906,6.13E-06,2.16E-05,3.75E-06,118289,0.011505719,0.012613176,0.454387137,0.078798536,0.00067631,0
13126372,11106,612,1518,2676,24,1,0,1,1,0,36000,0,0,0,149,75.02897196,0,3,0.273831776,0,7,0.182866044,7,0.969158879,29443,43.51401869,0,17,0.154517134,1572,537,0,0,12,11,0.916666667,0,0,3.084962501,2.913977073,0.956521739,129,0,1,1,2.480392157,0,2.472312704,0.712676056,-294,1,0.039215686,0.87745098,4.37254902,0.002160994,0.048352242,0.240950837,0.141545111,2.47E-05,8.73E-05,1.39E-05,118167,0.005179111,0.012846226,0.093985631,0.022645916,0.000203102,0
13381912,4231,692,2001,381,8,0,0,1,1,0,19800,0,0,2,148,93.44486098,0,2,0.59075289,0,6,0.350203062,10,0.517963137,29409,42.93908154,0,7,0.037800687,140,694,0,0,12,6,0.5,0,0,3.418295834,2.584962501,0.666666667,72,0,1,1,2.891618497,0,2.883285303,0.743037505,-617,1,0.011560694,1.002890173,0.550578035,0.001890806,0.164027417,0.090049634,0.033089104,0.000139625,0.000122421,8.93E-06,118015,0.005863661,0.016955472,0.035851375,0.003228403,6.78E-05,0
13971722,23274,1484,1307,320,43,0,0,1,1,1,-25200,0,0,0,153,85.48243705,0,3,0.282561393,0,8,0.578178427,10,1.065589058,34141,63.95958968,0,40,0.236866646,1294,677,0,0,18,8,0.444444444,0,0,3.503258335,2.75,0.615384615,133,0,1,1,0.880727763,0,0.879542396,0.468290935,1661,1,0.028975741,0.456199461,0.215633423,0.001847555,0.029088253,0.013749248,0.055598522,1.21E-05,4.58E-05,1.02E-05,117689,0.012609505,0.011105541,0.197758499,0.002719031,0.00036537,0
14196068,76086,1120,340,3372,42,0,0,0,1,1,-25200,0,0,0,152,84.35738619,0,2,0.105295757,0,6,0.117993187,7,1.025704552,59421,114.4233509,0,22,0.296995974,1809,784,0,0,8,8,1,0,0,2.75,2.75,1,105,0,0,1,0.303571429,0,0.303030303,0.232876712,1900,1,0.0375,0.7,3.010714286,0.000552007,0.01030413,0.044318271,0.023775727,1.38E-06,1.35E-05,3.90E-06,117081,0.009566027,0.002903972,0.649857791,0.028800574,0.000358726,0
14235705,13827,974,1428,161,94,0,0,1,1,0,32400,0,0,0,152,101.1162137,0,3,0.746954077,0,4,0.440174945,8,0.714776632,10776,13.35395189,0,7,0.120587316,730,189,0,0,9,9,1,0,0,2.947702779,2.947702779,1,159,0,1,1,1.466119097,0,1.469135802,0.59450458,520,1,0.09650924,0.194045175,0.165297741,0.006798293,0.013668909,0.011643885,0.052795256,5.40E-05,5.17E-05,8.72E-06,116953,0.008328132,0.012210033,0.11822698,0.001376621,0.000803742,0
14247395,63440,986,658,161,40,0,0,0,1,1,3600,0,0,0,148,89.38897491,0,2,0.151130381,0,5,0.117683493,8,0.870857851,56433,148.551564,0,81,0.449055435,1355,1011,0,0,12,12,1,0,0,3.188721876,3.188721876,0.916666667,88,0,1,1,0.667342799,0,0.668699187,0.400243309,1314,1,0.040567951,1.02535497,0.163286004,0.000630517,0.015936318,0.002537831,0.021358764,2.38E-06,1.37E-05,7.08E-06,116922,0.008432972,0.005627683,0.542583945,0.001376986,0.000342108,0
14265485,1588,1297,1998,701,31,0,0,0,1,1,-14400,0,0,12,148,93.59860495,0,2,0.154090044,0,9,0.544071021,9,0.91439442,27020,144.1445783,0,7,0.115409004,244,543,0,0,16,12,0.75,0,0,3.5,3.084962501,0.214285714,140,0,1,1,1.540478026,0,1.538106236,0.606373293,596,1,0.023901311,0.418658443,0.540478026,0.019521411,0.341939547,0.441435768,0.153652393,9.70E-05,0.000575815,7.27E-05,116859,0.011098846,0.017097528,0.013589026,0.005998682,0.000265277,0
14290542,3426,34,161,2759,2,0,0,1,1,0,28800,0,0,0,148,80.26060214,0,5,0.29426999,0,15,0.465199094,9,1.188086759,3350097,1389.645193,0,2,0.015539009,506,2096,4,0,6,7,1.166666667,0,0,2.251629167,2.521640636,0.307692308,18,0,0,1,4.735294118,0,5.03125,0.825641026,-93,0,0.058823529,61.64705882,81.14705882,0.000583771,0.611792177,0.805312318,0.147694104,8.59E-05,0.000346785,4.54E-06,116794,0.000291111,0.001378495,0.029333699,0.023622789,1.71E-05,0
14300066,118073,3030,283,68,106,0,0,0,1,0,19800,0,0,0,146,69.7224276,0,2,0.085951941,0,9,0.147874307,12,1.40788663,21601,30.22181146,0,60,0.188539741,2446,219,0,2,2,6,3,0,0,1,2.584962501,0.25,70,0,1,1,0.09339934,0,0.09346103,0.085421069,5777,1,0.034983498,0.072277228,0.022442244,0.00089775,0.001854785,0.000575915,0.020715998,7.28E-07,1.19E-05,1.60E-06,116770,0.025948446,0.002423568,1.011158688,0.000582341,0.000907767,0
14307043,25701,1487,726,352,79,0,0,1,1,0,-25200,0,0,5,148,95.00373018,0,3,0.311159465,0,4,0.233447311,9,1.302455704,113388,302.0596829,0,11,0.126826236,1378,1439,0,0,13,7,0.538461538,0,0,3.026986833,2.235926351,0.7,123,0,1,1,0.488231338,0,0.488888889,0.328061455,2248,1,0.053127102,0.967720242,0.236718225,0.00307381,0.055990039,0.013695965,0.053616591,1.21E-05,5.07E-05,4.93E-06,116752,0.012736399,0.006218309,0.220133274,0.003014938,0.000676648,0
14391096,43009,579,663,1944,43,0,0,1,1,0,-18000,0,0,0,148,87.11943069,0,2,0.196782178,0,6,0.322710396,6,1.055074257,184797,183.3685025,0,8,0.204517327,1359,975,0,0,8,13,1.625,0,0,2.75,3.238901257,0.19047619,147,0,0,1,1.14507772,0,1.149046794,0.533816425,495,1,0.074265976,1.683937824,3.357512953,0.000999791,0.022669674,0.045199842,0.031598038,4.58E-06,2.45E-05,4.76E-06,116513,0.004969403,0.005690352,0.369134775,0.016684833,0.000369058,0
14391111,26783,22452,24691,195,492,0,0,0,1,1,-25200,0,0,25,148,103.5978428,0,2,0.921417565,0,6,0.066563945,10,0.234206471,280956,86.69553159,0,5,0.072727273,130,47,0,0,18,11,0.611111111,0,0,3.169925001,2.594906618,0.75862069,156,0,1,1,1.099723855,0,1.099625902,0.523746898,20213,1,0.021913415,0.002093355,0.008685195,0.018369861,0.001754844,0.007280738,0.004853825,3.44E-05,8.74E-06,2.72E-06,116513,0.192699527,0.211916267,0.229871345,0.001673633,0.004222705,0
